id;lenpayload;lsnr;rssi;latitude;longitude;flag
344;10;9.0;-14.0;39,462276;-8,473784;0
345;10;9.75;-33.0;39,462276;-8,473784;0
346;10;8.5;-26.0;39,462276;-8,473784;0
347;16;10.75;-35.0;39,462276;-8,473784;0
348;16;7.25;-13.0;39,462276;-8,473784;0
349;10;7.0;-31.0;39,462276;-8,473784;0
350;16;7.75;-13.0;39,462276;-8,473784;0
351;10;10.5;-29.0;39,462276;-8,473784;0
352;16;9.5;-33.0;39,462276;-8,473784;0
353;10;9.75;-14.0;39,462276;-8,473784;0
354;16;9.5;-26.0;39,462276;-8,473784;0
355;16;6.5;-31.0;39,462276;-8,473784;0
356;10;7.25;-31.0;39,462276;-8,473784;0
357;16;8.5;-24.0;39,462276;-8,473784;0
358;10;9.0;-27.0;39,462276;-8,473784;0
359;16;9.25;-32.0;39,462276;-8,473784;0
360;10;10.25;-15.0;39,462276;-8,473784;0
361;10;10.5;-33.0;39,462276;-8,473784;0
362;10;9.25;-26.0;39,462276;-8,473784;0
363;16;9.0;-32.0;39,462276;-8,473784;0
364;10;9.75;-14.0;39,462276;-8,473784;0
365;10;7.5;-30.0;39,462276;-8,473784;0
366;10;9.5;-27.0;39,462276;-8,473784;0
367;16;9.25;-33.0;39,462276;-8,473784;0
368;10;7.25;-13.0;39,462276;-8,473784;0
369;10;10.0;-33.0;39,462276;-8,473784;0
370;16;10.25;-33.0;39,462276;-8,473784;0
371;16;7.0;-13.0;39,462276;-8,473784;0
372;10;9.5;-35.0;39,462276;-8,473784;0
373;16;10.5;-15.0;39,462276;-8,473784;0
374;10;11.0;-27.0;39,462276;-8,473784;0
375;16;7.25;-35.0;39,462276;-8,473784;0
376;10;9.5;-12.0;39,462276;-8,473784;0
377;10;9.25;-35.0;39,462276;-8,473784;0
378;16;8.5;-25.0;39,462276;-8,473784;0
379;16;8.0;-35.0;39,462276;-8,473784;0
380;10;9.75;-12.0;39,462276;-8,473784;0
381;10;9.5;-35.0;39,462276;-8,473784;0
382;16;10.25;-29.0;39,462276;-8,473784;0
383;10;9.5;-25.0;39,462276;-8,473784;0
384;16;6.75;-33.0;39,462276;-8,473784;0
385;10;9.5;-13.0;39,462276;-8,473784;0
386;16;10.0;-37.0;39,462276;-8,473784;0
387;10;9.5;-14.0;39,462276;-8,473784;0
388;10;6.75;-35.0;39,462276;-8,473784;0
389;10;7.5;-23.0;39,462276;-8,473784;0
390;16;8.25;-27.0;39,462276;-8,473784;0
391;10;9.0;-13.0;39,462276;-8,473784;0
392;10;9.25;-31.0;39,462276;-8,473784;0
393;16;9.5;-35.0;39,462276;-8,473784;0
394;10;10.75;-35.0;39,462276;-8,473784;0
395;10;10.0;-10.0;39,462276;-8,473784;0
396;10;7.0;-33.0;39,462276;-8,473784;0
397;10;9.5;-11.0;39,462276;-8,473784;0
398;10;9.0;-13.0;39,462276;-8,473784;0
399;10;9.75;-14.0;39,462276;-8,473784;0
400;16;9.25;-8.0;39,462276;-8,473784;0
401;16;7.75;-8.0;39,462276;-8,473784;0
402;10;7.25;-9.0;39,462276;-8,473784;0
403;10;11.75;-9.0;39,462276;-8,473784;0
404;16;10.0;-11.0;39,462276;-8,473784;0
405;16;7.0;-6.0;39,462276;-8,473784;0
406;10;8.75;-8.0;39,462276;-8,473784;0
407;10;9.75;-11.0;39,462276;-8,473784;0
408;10;7.75;-7.0;39,462276;-8,473784;0
409;10;7.25;-7.0;39,462276;-8,473784;0
410;10;10.25;-20.0;39,462276;-8,473784;0
411;16;7.75;-25.0;39,462276;-8,473784;0
412;10;9.25;-32.0;39,462276;-8,473784;0
413;10;9.5;-20.0;39,462276;-8,473784;0
414;10;8.75;-15.0;39,462276;-8,473784;0
415;10;10.0;-13.0;39,462276;-8,473784;0
416;16;0.5;-95.0;39,462276;-8,473784;0
417;10;1.0;-93.0;39,462276;-8,473784;0
418;10;9.25;-14.0;39,462276;-8,473784;0
419;10;8.0;-13.0;39,462276;-8,473784;0
420;10;-7.75;-99.0;39,462276;-8,473784;0
421;10;7.5;-25.0;39,462276;-8,473784;0
422;16;-1.5;-97.0;39,462276;-8,473784;0
423;10;9.5;-26.0;39,462276;-8,473784;0
424;10;-0.5;-96.0;39,462276;-8,473784;0
425;16;10.5;-27.0;39,462276;-8,473784;0
426;10;10.0;-27.0;39,462276;-8,473784;0
427;16;-3.25;-98.0;39,462276;-8,473784;0
428;10;-7.5;-98.0;39,462276;-8,473784;0
429;16;10.0;-29.0;39,462276;-8,473784;0
430;16;10.0;-29.0;39,462276;-8,473784;0
431;10;7.0;-25.0;39,462276;-8,473784;0
432;10;9.75;-29.0;39,462276;-8,473784;0
433;16;1.0;-92.0;39,462276;-8,473784;0
434;10;0.25;-93.0;39,462276;-8,473784;0
435;10;-0.75;-97.0;39,462276;-8,473784;0
436;16;6.25;-27.0;39,462276;-8,473784;0
437;10;1.75;-92.0;39,462276;-8,473784;0
438;10;-2.5;-96.0;39,462276;-8,473784;0
439;16;10.0;-25.0;39,462276;-8,473784;0
440;16;9.0;-25.0;38,75594;-9,116073;0
441;16;10.0;-29.0;38,756084;-9,116;0
442;10;10.0;-27.0;38,75589;-9,115943;0
443;10;10.0;-27.0;38,755608;-9,116038;0
444;10;10.75;-29.0;38,755978;-9,115926;0
445;10;10.5;-29.0;38,756157;-9,115878;0
446;16;11.5;-27.0;38,755863;-9,116006;0
447;16;7.75;-25.0;38,755756;-9,115911;0
448;10;9.25;-26.0;38,75589;-9,116003;0
449;10;9.5;-29.0;38,75586;-9,115931;0
450;10;8.0;-27.0;38,756073;-9,115995;0
451;10;8.0;-26.0;38,75595;-9,115948;0
452;16;9.75;-31.0;38,755894;-9,116038;0
453;16;6.75;-27.0;38,7562;-9,115895;0
454;10;8.5;-26.0;38,755695;-9,11604;0
455;10;9.25;-26.0;38,75594;-9,11597;0
456;10;9.5;-27.0;38,75604;-9,116103;0
457;10;9.5;-27.0;38,756012;-9,115736;0
458;10;9.0;-25.0;38,756096;-9,11591;0
459;10;8.75;-30.0;38,75592;-9,11603;0
460;10;7.25;-32.0;38,755913;-9,115763;0
461;10;6.75;-42.0;38,756325;-9,115883;0
462;10;10.5;-33.0;38,756073;-9,115963;0
463;10;10.0;-33.0;38,756184;-9,115991;0
464;16;10.25;-35.0;38,7561;-9,115991;0
465;16;10.0;-29.0;38,756176;-9,115901;0
466;10;11.25;-33.0;38,755856;-9,116078;0
467;10;7.75;-30.0;38,755943;-9,115985;0
468;10;7.25;-31.0;38,756077;-9,115975;0
469;10;7.75;-30.0;38,755825;-9,115975;0
470;16;7.75;-30.0;38,755943;-9,11599;0
471;16;10.0;-31.0;38,755787;-9,115553;0
472;10;9.0;-30.0;38,75618;-9,115883;0
473;10;11.0;-30.0;38,75604;-9,115903;0
474;10;10.25;-30.0;38,75605;-9,115941;0
475;10;8.75;-30.0;38,755905;-9,116023;0
476;16;9.75;-32.0;38,756126;-9,115981;0
477;16;8.25;-29.0;38,755886;-9,116018;0
478;10;10.0;-30.0;38,755917;-9,115963;0
479;10;8.5;-28.0;38,755833;-9,116093;0
480;10;6.5;-29.0;38,75618;-9,115946;0
481;10;8.25;-30.0;38,75606;-9,115703;0
482;10;10.25;-33.0;38,755863;-9,116001;0
483;10;8.5;-30.0;38,755844;-9,116048;0
484;10;10.25;-32.0;38,75616;-9,11592;0
485;10;9.75;-30.0;38,75599;-9,116008;0
486;10;9.0;-31.0;38,756027;-9,116001;0
487;16;10.0;-31.0;38,756107;-9,116035;0
488;16;9.5;-30.0;38,756016;-9,115936;0
489;10;10.5;-32.0;38,755966;-9,11601;0
490;10;9.25;-29.0;38,755947;-9,115983;0
491;10;9.25;-27.0;38,756134;-9,11595;0
492;10;9.5;-31.0;38,756027;-9,115976;0
493;16;6.75;-29.0;38,75616;-9,11586;0
494;16;9.25;-27.0;38,756016;-9,11592;0
495;10;9.75;-29.0;38,75604;-9,115886;0
496;10;10.0;-30.0;38,755962;-9,115996;0
497;10;10.5;-29.0;38,756145;-9,115928;0
498;10;9.5;-29.0;38,75601;-9,115906;0
499;16;7.25;-29.0;38,756306;-9,115941;0
500;16;8.0;-29.0;38,756256;-9,115885;0
501;10;7.0;-29.0;38,75604;-9,115905;0
502;10;8.25;-27.0;38,755886;-9,116113;0
503;10;9.75;-30.0;38,75614;-9,116043;0
504;10;10.0;-31.0;38,755978;-9,11568;0
505;10;10.25;-30.0;38,755875;-9,11589;0
506;10;9.5;-27.0;38,756035;-9,115986;0
507;10;9.25;-34.0;38,755955;-9,11588;0
508;10;7.75;-29.0;38,755917;-9,116008;0
509;10;8.0;-29.0;38,755947;-9,116086;0
510;10;9.5;-31.0;38,756016;-9,115951;0
511;16;7.75;-31.0;38,755867;-9,115753;0
512;16;10.0;-31.0;38,75606;-9,115983;0
513;10;7.75;-29.0;38,756077;-9,115878;0
514;10;10.25;-31.0;38,755894;-9,116011;0
515;10;7.25;-29.0;38,756084;-9,116043;0
516;10;7.25;-29.0;38,75582;-9,116001;0
517;16;9.5;-31.0;38,75589;-9,115993;0
518;16;10.75;-29.0;38,755867;-9,116025;0
519;10;7.5;-27.0;38,75598;-9,116043;0
520;10;10.0;-29.0;38,756035;-9,115988;0
521;10;9.0;-27.0;38,755882;-9,11601;0
522;10;9.5;-29.0;38,756065;-9,116036;0
523;16;10.75;-31.0;38,75632;-9,115983;0
524;16;7.75;-31.0;38,756203;-9,11594;0
525;10;10.5;-29.0;38,75597;-9,115945;0
526;10;10.5;-31.0;38,75609;-9,116085;0
527;10;9.0;-27.0;38,756126;-9,11597;0
528;10;10.25;-29.0;38,756054;-9,11595;0
529;10;9.75;-29.0;38,75575;-9,115943;0
530;10;7.5;-27.0;38,755966;-9,116043;0
531;10;9.25;-29.0;38,7561;-9,115776;0
532;10;9.0;-29.0;38,756126;-9,115993;0
533;10;8.25;-27.0;38,756077;-9,115936;0
534;10;7.5;-29.0;38,75605;-9,115976;0
535;16;7.75;-29.0;38,756058;-9,11586;0
536;16;8.25;-29.0;38,756256;-9,115888;0
537;10;9.5;-29.0;38,75616;-9,116176;0
538;10;10.0;-29.0;38,755787;-9,116066;0
539;10;10.0;-29.0;38,75592;-9,116013;0
540;10;9.75;-35.0;38,755936;-9,11601;0
541;16;11.0;-31.0;38,755936;-9,115933;0
542;16;9.0;-29.0;38,756016;-9,115958;0
543;10;9.0;-30.0;38,75595;-9,115926;0
544;10;8.5;-29.0;38,75593;-9,116028;0
545;10;8.0;-29.0;38,75625;-9,11589;0
546;10;8.25;-29.0;38,75631;-9,116101;0
547;16;9.75;-31.0;38,756084;-9,116031;0
548;16;8.0;-27.0;38,755917;-9,115968;0
549;10;10.5;-29.0;38,756012;-9,115808;0
550;10;7.5;-29.0;38,756004;-9,115923;0
551;10;9.5;-31.0;38,756046;-9,116111;0
552;10;9.5;-31.0;38,755974;-9,11588;0
553;10;9.75;-31.0;38,755882;-9,115976;0
554;10;11.5;-30.0;38,755966;-9,115958;0
555;10;10.5;-29.0;38,755913;-9,116021;0
556;10;9.25;-30.0;38,75605;-9,116001;0
557;10;10.0;-29.0;38,756065;-9,11598;0
558;10;9.0;-26.0;38,75589;-9,11597;0
559;16;11.0;-29.0;38,755936;-9,115758;0
560;16;11.75;-31.0;38,756283;-9,116026;0
561;10;7.5;-29.0;38,75603;-9,115948;0
562;10;11.25;-31.0;38,7559;-9,115975;0
563;10;10.0;-31.0;38,756012;-9,116028;0
564;10;8.75;-28.0;38,755905;-9,115968;0
565;16;11.75;-30.0;38,755867;-9,115978;0
566;16;10.5;-31.0;38,755886;-9,115981;0
567;10;9.0;-29.0;38,75598;-9,115968;0
568;10;9.5;-30.0;38,75593;-9,116021;0
569;10;8.75;-27.0;38,756016;-9,11603;0
570;16;11.25;-31.0;38,755917;-9,116003;0
571;16;7.75;-29.0;38,755924;-9,11604;0
572;10;7.5;-29.0;38,756187;-9,115918;0
573;10;9.0;-27.0;38,755947;-9,11594;0
574;10;7.75;-29.0;38,756115;-9,11587;0
575;10;9.75;-29.0;38,756;-9,115875;0
576;10;10.25;-29.0;38,75589;-9,11598;0
577;10;10.0;-32.0;38,75609;-9,115948;0
578;10;9.5;-36.0;38,75606;-9,115973;0
579;10;10.0;-35.0;38,75598;-9,115985;0
580;10;9.5;-37.0;38,755882;-9,116045;0
581;16;9.0;-35.0;38,75612;-9,115963;0
582;16;7.25;-39.0;38,756153;-9,115985;0
583;10;10.25;-38.0;38,756096;-9,115943;0
584;10;8.5;-38.0;38,7561;-9,11606;0
585;10;9.0;-33.0;38,75605;-9,115985;0
586;10;8.25;-41.0;38,755917;-9,115945;0
587;16;7.0;-41.0;38,75607;-9,115961;0
588;10;10.0;-41.0;38,75598;-9,116001;0
589;10;6.25;-42.0;38,755947;-9,115888;0
590;10;8.75;-62.0;38,756134;-9,116011;0
591;16;9.25;-41.0;38,75594;-9,115988;0
592;16;9.5;-38.0;38,75609;-9,115978;0
593;10;5.75;-38.0;38,755966;-9,115975;0
594;10;9.25;-44.0;38,755966;-9,115878;0
595;10;9.0;-39.0;38,756004;-9,11594;0
596;10;9.5;-38.0;38,75597;-9,115973;0
597;10;9.0;-39.0;38,755928;-9,115941;0
598;10;9.0;-29.0;38,756073;-9,115943;0
599;10;8.0;-39.0;38,756107;-9,115995;0
600;10;10.25;-31.0;38,75612;-9,116;0
601;10;7.0;-63.0;38,75598;-9,116005;0
602;10;10.0;-67.0;38,75611;-9,116001;0
603;10;9.75;-62.0;38,75594;-9,11597;0
604;16;9.25;-63.0;38,755978;-9,11604;0
605;16;9.25;-68.0;38,755905;-9,116006;0
606;10;8.75;-63.0;38,7561;-9,116021;0
607;10;9.25;-66.0;38,755997;-9,115998;0
608;10;9.25;-65.0;38,755974;-9,115923;0
609;16;9.25;-64.0;38,75595;-9,11599;0
610;10;8.5;-63.0;38,75594;-9,115926;0
611;10;9.25;-74.0;38,756077;-9,11595;0
612;10;7.25;-70.0;38,756;-9,115956;0
613;16;9.5;-71.0;38,75596;-9,115965;0
614;10;10.0;-71.0;38,75596;-9,115905;0
615;10;7.5;-68.0;38,755955;-9,115853;0
616;10;10.5;-65.0;38,75599;-9,115948;0
617;10;9.25;-67.0;38,755863;-9,116091;0
618;16;8.75;-61.0;38,756245;-9,115861;0
619;10;9.25;-66.0;38,755863;-9,115971;0
620;10;10.0;-67.0;38,756077;-9,115941;0
621;16;9.25;-73.0;38,755966;-9,115995;0
622;10;10.5;-71.0;38,756123;-9,115988;0
623;10;7.25;-68.0;38,75611;-9,116025;0
624;16;9.75;-75.0;38,755985;-9,115995;0
625;16;10.0;-67.0;38,755947;-9,115853;0
626;10;9.25;-74.0;38,75596;-9,115973;0
627;10;7.5;-73.0;38,756176;-9,115968;0
628;10;9.0;-68.0;38,755924;-9,116015;0
629;16;7.25;-69.0;38,755886;-9,115955;0
630;16;10.0;-72.0;38,755894;-9,115973;0
631;10;9.75;-72.0;38,75599;-9,115886;0
632;10;7.75;-67.0;38,756004;-9,116026;0
633;10;8.5;-69.0;38,7561;-9,116018;0
634;16;7.0;-73.0;38,756184;-9,115943;0
635;10;9.75;-77.0;38,75597;-9,11595;0
636;10;10.75;-71.0;38,75618;-9,11579;0
637;10;9.0;-63.0;38,75605;-9,116026;0
638;16;9.5;-31.0;38,756027;-9,115971;0
639;16;11.0;-32.0;38,755974;-9,11604;0
640;10;9.5;-62.0;38,756012;-9,11592;0
641;10;10.0;-62.0;38,755905;-9,116003;0
642;16;7.75;-30.0;38,755955;-9,11598;0
643;10;7.5;-61.0;38,75599;-9,116;0
644;10;10.0;-31.0;38,755955;-9,11611;0
645;10;10.0;-65.0;38,755955;-9,116083;0
646;16;10.5;-67.0;38,75608;-9,116003;0
647;10;8.25;-30.0;38,755943;-9,116028;0
648;10;9.25;-69.0;38,755848;-9,11598;0
649;16;10.0;-29.0;38,755928;-9,115943;0
650;16;7.75;-29.0;38,755836;-9,116021;0
651;10;7.25;-31.0;38,755974;-9,115998;0
652;16;9.5;-30.0;38,755955;-9,116048;0
653;10;6.25;-69.0;38,75596;-9,115985;0
654;10;8.75;-61.0;38,755947;-9,11601;0
655;16;9.0;-29.0;38,756;-9,115936;0
656;10;9.0;-24.0;38,75601;-9,115973;0
657;10;9.5;-27.0;38,756016;-9,11598;0
658;10;10.0;-29.0;38,755966;-9,115896;0
659;10;8.5;-26.0;38,756035;-9,115953;0
660;10;10.25;-27.0;38,755955;-9,116075;0
661;16;7.75;-29.0;38,755943;-9,115963;0
662;16;10.25;-27.0;38,75602;-9,115955;0
663;10;6.75;-24.0;38,755966;-9,116008;0
664;10;10.5;-26.0;38,75603;-9,115983;0
665;10;10.5;-26.0;38,756016;-9,115965;0
666;10;6.0;-30.0;38,755985;-9,11599;0
667;16;7.0;-25.0;38,756107;-9,115988;0
668;16;7.5;-26.0;38,755974;-9,116016;0
669;10;6.75;-25.0;38,756058;-9,115958;0
670;10;7.25;-23.0;38,75598;-9,115941;0
671;10;10.25;-25.0;38,75591;-9,116035;0
672;16;7.25;-24.0;38,755947;-9,116058;0
673;10;7.25;-23.0;38,755985;-9,115973;0
674;10;9.0;-41.0;38,719803;-9,228516;0
675;10;10.5;-44.0;38,75606;-9,11599;0
676;16;7.75;-41.0;38,75606;-9,11599;0
677;10;7.75;-47.0;38,75606;-9,11599;0
678;10;10.0;-53.0;38,75606;-9,11599;0
679;10;2.25;-86.0;38,75606;-9,11599;0
680;10;8.25;-57.0;38,75606;-9,11599;0
681;10;7.0;-47.0;38,75606;-9,11599;0
682;16;0.25;-90.0;38,75606;-9,11599;0
683;10;7.25;-45.0;38,75606;-9,11599;0
684;16;10.5;-47.0;38,75606;-9,11599;0
685;16;10.0;-53.0;38,75606;-9,11599;0
686;10;9.25;-51.0;38,75606;-9,11599;0
